"Codice_Cipe","Data_Cipe","Progressivo_Cipe","Codice_Titolario","Numero_Fascicolo","Numero_SottoFascicolo","Codice_Registro","Codice_Registro2","Codice_Registro3","Codice_TipoArgomentoCipe","Codice_ArgomentoCipe","Numero_OdgCipe","Oggetto_Cipe","Codice_Ufficio","Codice_RisultanzaCipe","Codice_EsitoCipe","Codice_TipoEsitoCipe","Numero_Delibera","Annotazioni_Cipe"
35316,"2009-06-26 00:00:00",10,11,0,,,,,1,2,"8A","INFORMATIVE DEL MINISTRO DELLE INFRASTRUTTURE E DEI TRASPORTI CONSEGNATE NELLA SEDUTA DEL CIPE DELL’8 MAGGIO 2009: ATTIVITA’ DELLA RETE AUTOSTRADE MEDITERRANEE S.p.A",3,0,4,10,0,""
35317,"2009-06-26 00:00:00",11,11,0,,,,,1,2,"8B","INFORMATIVE DEL MINISTRO DELLE INFRASTRUTTURE E DEI TRASPORTI CONSEGNATE NELLA SEDUTA DEL CIPE DELL’8 MAGGIO 2009: NUOVO AEROPORTO DI VITERBO ED INFRASTRUTTURE CORRELATE",3,0,4,10,0,""
35318,"2009-06-26 00:00:00",12,2,78,,,,,2,9,"1A","FONDO STRATEGICO PER IL PAESE A SOSTEGNO DELL’ECONOMIA REALE. (DELIBERA CIPE 6 MARZO 2009): ASSEGNAZIONE DI RISORSE PER FINANZIAMENTO DEGLI INTERVENTI DI RICOSTRUZIONE E DELLE ALTRE MISURE DI CUI AL D.L. 28 APRILE 2009 N. 39, ART.14, COMMA 1 (EVENTI SISMICI REGIONE ABRUZZO)",3,0,4,8,35,""
35319,"2009-06-26 00:00:00",13,2,78,7,,,,2,9,"1B","FONDO STRATEGICO PER IL PAESE A SOSTEGNO DELL’ECONOMIA REALE. (DELIBERA CIPE 6 MARZO 2009): ASSEGNAZIONE DI RISORSE PER SITUAZIONI DI CRISI NEGLI STABILIMENTI FIAT DI POMIGLIANO D'ARCO E TERMINI IMERESE (MINISTERO SVILUPPO ECONOMICO)",,0,4,8,36,""
35320,"2009-06-26 00:00:00",14,11,349,,,,,2,2,"2A","ITINERARIO AGRIGENTO CALTANISSETTA A19: ADEGUAMENTO A QUATTRO CORSIE DELLA S.S.640 “PORTO EMPEDOCLE” – TRATTO DAL KM 44+000 AL KM 74+300 SVINCOLO PER LA A19: PROGETTO DEFINITIVO",2,0,4,8,37,""
35321,"2009-06-26 00:00:00",15,11,347,,,,,2,2,"2B","AUTOSTRADA A3 SALERNO – REGGIO CALABRIA: PROGETTO ESECUTIVO COMPLETAMENTO DEI LAVORI DI AMMODERNAMENTO E ADEGUAMENTO DEL TRONCO 3° - TRATTO 2° - LOTTO 3° -STRALCIO DAL KM 369+800 AL KM 378+500",2,0,4,8,38,""
35322,"2009-06-26 00:00:00",16,11,348,,,,,2,2,"2C","AUTOSTRADA A3 SALERNO – REGGIO CALABRIA: PROGETTO ESECUTIVO AMMODERNAMENTO E ADEGUAMENTO DEL TRONCO 3° - TRATTO 2° - LOTTO 2° DAL KM 382+475 AL KM 383+000 INCLUSO SVINCOLO DI ROSARNO",2,0,4,8,39,""
35323,"2009-06-26 00:00:00",17,11,313,,,,,2,2,"2D","PROLUNGAMENTO DELLA LINEA 1 – METROPOLITANA DI TORINO TRATTA 4 LINGOTTO BENGASI: PROGETTO DEFINITIVO",2,0,4,8,40,""
35324,"2009-06-26 00:00:00",18,11,355,,,,,2,2,"2E","INTERPORTO TERMINI IMERESE: PROGETTO PRELIMINARE",3,0,4,8,41,""
35325,"2009-06-26 00:00:00",19,11,219,,,,,2,2,"2F","COLLEGAMENTO AUTOSTRADALE BRE.BE.MI.”: PROGETTO DEFINITIVO",2,0,4,8,42,""
35326,"2009-06-26 00:00:00",20,11,356,,,,,2,2,"2G","TRAFORO AUTOSTRADALE DEL FREJUS – GALLERIA DI SICUREZZA – DIAMETRO 8 METRI: PROGETTO DEFINITIVO",2,0,4,8,43,""
35327,"2009-06-26 00:00:00",21,11,351,3,,,,2,10,"3A","ASSEGNAZIONE A FAVORE DELLA REGIONE ABRUZZO PER INTERVENTI DI EDILIZIA SCOLASTICA (D.L. 28 APRILE 2009, N. 39, ART. 4, COMMA 4)",,0,4,8,47,""
35328,"2009-06-26 00:00:00",22,11,351,1,,,,2,10,"3B","SCUOLA EUROPEA DI PARMA PROGETTO PRELIMINARE ",,0,4,8,48,""
35329,"2009-06-26 00:00:00",23,11,351,2,,,,2,10,"3C","ASSEGNAZIONE DI RISORSE A FAVORE DEL MINISTERO DELL’INTERNO PER I LAVORI DI RISTRUTTURAZIONE DEL PALAZZO DEI MINISTERI E DELL’ARANCIAIA, NELLA CITTA’ DI PARMA, DESTINATI A NUOVI SEDI DI UFFICI DEI CARABINIERI (SUBORDINATAMENTE ALL’ACQUISIZIONE DEL PARERE DELLA CONFERENZA STATO REGIONI)",,0,4,8,49,""
35330,"2009-06-26 00:00:00",24,11,351,4,,,,2,10,"3D","INFRASTRUTTURE PER LA MOBILITA’ SOSTENIBILE – SISTEMI DI TRASPORTO LACUALE",,0,4,8,50,""
35331,"2009-06-26 00:00:00",25,11,353,,,,,2,11,"4A","AEROPORTO GALILEO GALILEI DI PISA: CONTRATTO DI PROGRAMMA ENAC-SAT 2009-2012",8,0,4,8,44,""
35332,"2009-06-26 00:00:00",26,11,352,,,,,2,11,"4B","AEROPORTO DI NAPOLI CAPODICHINO: CONTRATTO DI PROGRAMMA ENAC-GESAC 2009-2012",8,0,4,8,45,""
35333,"2009-06-26 00:00:00",27,14,0,,,,,2,0,"5","INFORMATIVA SUL CONTRATTO DI SERVIZIO ENAV 2007-2009",2,0,4,10,0,""
35334,"2009-06-26 00:00:00",28,11,358,,,,,2,2,"6","FONDO INFRASTRUTTURE: QUADRO DETTAGLIATO DEGLI INTERVENTI (DELIBERA 10/2009)",2,0,4,8,51,""
35335,"2009-06-26 00:00:00",29,11,357,,,,,2,0,"7","CONTRATTO DI PROGRAMMA 2009 TRA L’ANAS E IL MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI",2,0,4,8,46,""
35336,"2009-06-26 00:00:00",30,4,40,,,,,2,1,"8","INFORMATIVA AI SENSI DELLA DELIBERA CIPE 19/2003 SUL PROGRAMMA GENERALE DELLA METANIZZAZIONE DEL MEZZOGIORNO (ART. 11 LEGGE 748/1980)",3,0,4,10,0,""
38007,"2010-07-30 00:00:00",1,2,103,0,4159,4160,,0,3,"1","RICOGNIZIONE DELLO STATO DI ATTUAZIONE DEGLI INTERVENTI FINANZIATI DAL FONDO PER LE AREE SOTTOUTILIZZATE E DELLE RISORSE LIBERATE DEI PROGRAMMI COMUNITARI (OB. 1; 2000-2006) ",,0,4,8,79,""
38197,"2010-11-18 00:00:00",1,2,105,0,,,,0,8,"1","DESTINAZIONE RISORSE FAS PER INIZIATIVE DI COMPENSAZIONE AMBIENTALE E BONIFICA (ART. 11, COMMA 12, DECRETO-LEGGE 23 MAGGIO 2008, N.90, CONVERTITO NELLA LEGGE N.123/2008)",,0,0,15,0,""
38198,"2010-11-18 00:00:00",2,11,398,0,,,,0,2,"2","ALLEGATO INFRASTRUTTURE ALLA DECISIONE DI FINANZA PUBBLICA PER GLI ANNI 2011-2013",,0,4,8,81,""
38199,"2010-11-18 00:00:00",3,11,170,0,,,,0,2,"3 A)","COLLEGAMENTO FERROVIARIO AV/AC MONACO-VERONA. QUADRUPLICAMENTO DELLA LINEA VERONA-FORTEZZA DI ACCESSO SUD ALLA GALLERIA DI BASE DEL BRENNERO: APPROVAZIONE PROGETTO PRELIMINARE DEL LOTTO 1 ""FORTEZZA-PONTE GARDENA""",,0,4,8,82,""
38200,"2010-11-18 00:00:00",4,11,170,0,,,,0,2,"3 B)","ASSE FERROVIARIO MONACO-VERONA. GALLERIA DI BASE DEL BRENNERO: AUTORIZZAZIONE LOTTO COSTRUTTIVO",,0,4,8,83,""
38201,"2010-11-18 00:00:00",5,11,111,0,,,,0,2,"3 C)"," COLLEGAMENTO FERROVIARIO AV/AC MILANO-GENOVA. TERZO VALICO DEI GIOVI: AUTORIZZAZIONE LOTTO COSTRUTTIVO",,0,4,8,84,""
38202,"2010-11-18 00:00:00",6,11,124,0,,,,0,2,"3 D)","COLLEGAMENTO FERROVIARIO AV/AC MILANO-VERONA. TRATTA TREVIGLIO-BRESCIA: AUTORIZZAZIONE LOTTO COSTRUTTIVO",,0,4,8,85,""
38203,"2010-11-18 00:00:00",7,11,126,0,,,,0,2,"3 E)"," COLLEGAMENTO FERROVIARIO TORINO-LIONE: APPROVAZIONE PROGETTO DEFINITIVO ""CUNICOLO ESPLORATIVO DE LA MADDALENA"" E INFORMATIVA SULL'IPOTESI DI UNOVA RIPARTIZIONE DEI COSTI FRA L'ITALIA  E FRANCIA DELLA LINEA FERROVIARIA TORINO-LIONE",,0,4,8,86,""
38204,"2010-11-18 00:00:00",8,11,291,0,,,,0,2,"3 F)","ASSEGNAZIONE RISORSE AL SISTEMA MOSE: SETTIMA TRANCHE",,0,4,8,87,""
38205,"2010-11-18 00:00:00",9,11,79,0,,,,0,2,"3 G)","SISTEMA INTERMODALE INTEGRATO ROMA-LATINA. TRATTA TOR DE CENCI LATINA E COLLEGAMENTO CISTERNA -VALMONTONE: APPROVAZIONE DEL PROGETTO DEFINITIVO E DELLE OPERE CONNESSE",,0,4,8,88,""
38206,"2010-11-18 00:00:00",10,11,302,0,,,,0,2,"3 H)","AUTOSTRADA A12 ROSIGNANO-CIVITAVECCHIA. LOTTO 1 DA ROSIGNANO A S. PIETRO IN PALAZZI. INTERVENTI DI VIABILITA' SECONDARIA: APPROVAZIONE PROGETTI DEFINITIVI ",,0,4,8,89,""
38207,"2010-11-18 00:00:00",11,11,125,0,,,,0,2,"3 I)","INTERPORTO DI BATTIPAGLIA: PROROGA DELLA DICHIARAZIONE DI PUBBLICA UTILITA' DELL'OPERA ACQUISITA CON DELIBERA CIPE N. 67/2005",,0,4,8,90,""
38208,"2010-11-18 00:00:00",12,11,136,0,,,,0,2,"3 J)","ACQUEDOTTO DEL SINNI - III LOTTO (DELIBERA CIPE N.72): APPROVAZIONE VARIANTE AL PROGETTO DEFINITIVO ",,0,4,8,91,""
38209,"2010-11-18 00:00:00",13,11,299,0,,,,0,2,"3 K)","MODIFICA DELLA DELIBERA CIPE N. 59/2010 ""PROGRAMMA DELLE INFRASTRUTTURE STRATEGICHE (LEGGE 443/2001) ASSEGNAZIONE A FAVORE DEL MINISTERO PER I BENI E LE ATTIVITA' CULTURALI A CARICO STANZIAMENTI D.L. 185/2008",,0,4,8,80,""
38210,"2010-11-18 00:00:00",14,11,351,48,,,,0,10,"4 A)","SCUOLA EUROPEA DI VARESE: ASSEGNAZIONE A VALERE SULLE RISORSE RESIDUE DI CUI AL PUNTO 1 DELLA DELIBERA CIPE N. 3/2009",,0,4,8,103,""
38211,"2010-11-18 00:00:00",15,11,103,0,,,,0,10,"4 B)","PIASTRA LOGISTICA DI TARANTO: APPROVAZIONE PROGETTO DEFINITIVO E ASSEGNAZIONE DI 33,6 MILIONI DI EURO",,0,4,8,104,""
38212,"2010-11-18 00:00:00",16,11,351,34,,,,0,10,"4 C)","FERROVIE SUD-EST: ASSEGNAZIONE DI 22 MILIONI DI EURO A COPERTURA DEL PROGETTO DEFINITIVO DI ELETTRIFICAZIONE DELLA LINEA FERROVIARIA DI BARI-TARANTO",,0,4,8,105,""
38213,"2010-11-18 00:00:00",17,11,351,27,,,,0,10,"4 D)","FERROVIE SUD-EST: ASSEGNAZIONE DI 7,861 MILIONI DI EURO A COPERTURA DEL PROGETTO DEFINITIVO DI RIDUZIONE DELL'INQUINAMENTO ACUSTICO LUNGO LA LINEA FERROVIARIA BARI - TARANTO",,0,4,8,106,""
38214,"2010-11-18 00:00:00",18,11,165,0,,,,0,27,"5","LEGGE 244/2007, ART. 2., COMMA 133. RIMODULAZIONE PIANO IRRIGUO NAZIONALE PER LE REGIONI DEL MEZZOGIORNO",,0,4,8,92,""
38215,"2010-11-18 00:00:00",19,11,393,0,,,,0,31,"6","LEGGE 211/1992. RIMODULAZIONI E AUTORIZZAZIONI ALL'UTILIZZO DELLE ECONOMIE DI GARA PER INTERVENTI NEI COMUNI DI BERGAMO, LATINA, MILANO E ROMA E NELLA REGIONE UMBRIA",,0,1,8,93,""
38216,"2010-11-18 00:00:00",20,14,37,0,,,,0,17,"7","SCHEMA DI CONVENZIONE UNICA FRA ANAS SPA E SOCIETA AUTOSTRADA BS-VR-VI-PD SPA",,0,1,8,94,""
38217,"2010-11-18 00:00:00",21,14,52,0,,,,0,29,"8","INFORMATIVA SULLA DELIBERA CIPE 66/2010 ""CONTRATTO DI PROGRAMMA E DI SERVIZIO 2007/2009 TRA IL MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI , IL MINISTERO ECONOMIA E FINANZE, IL MINISTERO DELLA DIFESA E ENAV",,0,4,10,0,""
38218,"2010-11-18 00:00:00",22,2,102,0,,,,0,21,"9","PROGRAMMA STATISTICO NAZIONALE 2008-2010. AGGIORNAMENTO 2010: APPROVAZIONE",,0,4,8,95,""
38219,"2010-11-18 00:00:00",23,2,102,0,,,,0,21,"10","PROGRAMMA STATISTICO NAZIONALE 2011-2013- APPROVAZIONE",,0,4,8,96,""
38220,"2010-11-18 00:00:00",24,12,99,0,,,,0,28,"11 A)","FINANZIAMENTO DELLE BORSE DI STUDIO IN MEDICINA GENERALE, III ANNUALITA' DEL TRIENNIO 2006-2009, II ANNUALITA' DEL TRIENNIO 2007-2010, E I ANNUALITA' DEL TRIENNIO 2008-2011",,0,4,8,97,""
38221,"2010-11-18 00:00:00",25,12,101,0,,,,0,28,"11 B)","RIPARTIZIONE TRA LE REGIONI DELLA QUOTA DESTINATA AL FINANZIAMENTO DI INTERVENTI PER LA PREVENZIONE E LA LOTTA ALL'AIDS",,0,4,8,98,""
38222,"2010-11-18 00:00:00",26,12,102,0,,,,0,28,"11 C)","RIPARTIZIONE TRA LE REGIONI DELLE RISORSE VINCOLATE DEL FONDO DI CUI ALL'ART. 72, C. 6 DELLA LEGGE 448/1998 PER ESCLUSIVITA' DEL RAPPORTO PER IL PERSONALE DIRIGENTE NEL RUOLO SANITARIO",,0,4,8,99,""
38223,"2010-11-18 00:00:00",27,8,207,0,,,,0,4,"12","APPROVAZIONE DEL CONTRATTO DI PROGRAMMA DA STIPULARE TRA IL MINISTERO DELLO SVILUPPO ECONOMICO E PORTOVESME SRL ",,0,4,8,100,""
38224,"2010-11-18 00:00:00",28,7,55,0,4571,4243,,0,30,"13","RIMODULAZIONE FONDO ROTATIVO PER IL SOSTEGNO ALLE IMPRESE E GLI INVESTIMENTI IN RICERCA DELLA CASSA E DEPOSITI E PRESTITI A FAVORE DI INTERVENTI DI RICERCA E SVILUPPO, DI CONTRATTI DI FILIERA E DI DISTRETTO E DI OPERAZIONI DI RIORDINO FONDIARIO",,0,4,8,101,""
38225,"2010-11-18 00:00:00",29,11,351,50,,,,0,10,"14","APPLICAZIONE DELL'ART. 2 OMMA 55 LEGGE 19172009 (FINANZIARIA 2010) INDIVIDUAZIONE DEI PROGRAMMI NEL SETTORE AGRICOLO  CUI DESTINARE L'IMPORTO DI 100 MILIONI DI EURO A CARICO DEL FONDO INFRASTRUTTURE",,0,4,8,107,""
38226,"2010-11-18 00:00:00",30,2,104,0,,,,0,0,"15","RIPARTO ANNUALITA' 2009 E 2010 A FAVORE DEI NUCLEI DI VALUTAZIONE E VERIFICA DEGLI INVESTIMENTI PUBBLICI: APPROVAZIONE PROPOSTA ESAMINATA FAVOREVOLMENTE DALLA CONFERENZA STATO-REGIONI NELLA SEDUTA DEL 23 SETTEMBRE 2010",,0,4,8,102,""
38227,"2010-11-18 00:00:00",31,11,0,0,,,,0,0,"16","INFORMATIVA SULLA SENTENZA DEL CONSIGLIO DI STATO N.1460/2010 DI ANNULLAMENTO DELLA DELIBERA CIPE 136/1993 (REVOCA DEL FINANZIAMENTO DELLA STRADA REGIONALE N. 8 IN PUGLIA)",,0,4,10,0,""
38228,"2010-11-18 00:00:00",32,0,0,0,,,,0,1,"17","VARIE ED EVENTUALI",,0,0,1,0,""
38229,"2010-11-26 00:00:00",1,2,103,0,4354,,,0,0,"1","FONDO PER LE AREE SOTTOUTILIZZATE: ATTUAZIONE DELLA DELIBERA CIPE N. 79/2010",,0,4,8,108,""
38231,"2011-01-11 00:00:00",1,2,103,0,4383,,,0,8,"1","Approvazione delibera “Obiettivi, criteri e modalità programmazione risorse di cui alla delibera CIPE 79/2010, selezione e attuazione investimenti finanziati con risorse FAS 2007-2013 e indirizzi ed orientamenti per l’accelerazione interventi cofinanziati dai Fondi strutturali 2007-2013” (intesa Conferenza Stato-Regioni 16/12/2010).",,0,4,8,1,""
38235,"2011-03-23 00:00:00",1,10,11,0,4370,0,0,0,0,"1","Programma Nazionale per la Ricerca 2011-2013",,0,4,8,2,""
38236,"2011-03-23 00:00:00",2,2,107,0,4651,4658,,0,0,"2","Utilizzo delle risorse FAS per il ripiano dei disavanzi sanitari delle Regioni Abruzzo, Campania e Lazio (legge n. 191/2010, articolo 2, comma 90)",,0,4,8,3,""
38237,"2011-03-23 00:00:00",3,0,0,0,,,,0,0,"3","Varie ed eventuali",,0,0,1,0,""
38940,"2011-05-05 00:00:00",1,14,34,0,4540,4541,4569,0,2,"1A","Convenzione fra la società autostradale Bre.Be.Mi. e CAL S.p.A.: parere su secondo atto aggiuntivo",,0,4,8,4,""
38941,"2011-05-05 00:00:00",2,11,291,0,4520,4528,,0,2,"1B","Sistema MO.S.E.: assegnazione risorse ottava tranche",,0,4,8,5,""
38942,"2011-05-05 00:00:00",3,11,291,0,4520,4528,,0,2,"1C","Presa d’atto delle opere portuali complementari alla salvaguardia della laguna di Venezia",,0,4,8,6,""
38943,"2011-05-05 00:00:00",4,11,302,0,4529,,,0,2,"1D","Autostrada A12 Livorno–Civitavecchia, tratta Tarquinia–Civitavecchia, lotto 6°: approvazione progetto definitivo",,0,4,8,7,""
38944,"2011-05-05 00:00:00",5,11,246,0,4377,4525,,0,2,"1E","Bacino portuale di Voltri. Riassetto del sistema di accesso viario: approvazione progetto definitivo",,0,4,8,8,""
38945,"2011-05-05 00:00:00",6,14,72,0,4368,4458,,0,2,"1F","Collegamento viario tra il porto di Ancona, l’autostrada A14 e la S.S. 16: parere sulla convenzione per l'affidamento in concessione dell’opera",,0,4,8,9,""
38946,"2011-05-05 00:00:00",7,11,110,0,4376,,,0,2,"1G","Metropolitana di Bologna, I° lotto: correzione formale della delibera CIPE n. 74/2009",,0,4,8,10,""
38947,"2011-05-05 00:00:00",8,11,127,0,4533,,,0,2,"1H","S.S. 675: tratta Cinelli-Ponte Romano",,0,4,8,11,""
38948,"2011-05-05 00:00:00",9,11,404,0,4495,4530,,0,0,"2","Contratto di programma ANAS 2011: parere e assegnazione di 330 milioni di euro a valere sul Fondo infrastrutture",,0,4,8,13,""
38949,"2011-05-05 00:00:00",10,11,288,0,4531,,,0,0,"3","Assegnazione di 240 milioni di euro a valere sul Fondo infrastrutture a favore dell’aggiornamento 2011 del Contratto di Programma RFI – parte investimenti",,0,4,8,12,""
38950,"2011-05-05 00:00:00",11,14,37,0,,,,0,17,"4","Schema di convenzione unica tra la Società Autostrada Brescia–Verona-Vicenza-Padova e ANAS S.p.A.: integrazione prescrizioni delibera CIPE n. 94/2010",,0,4,8,14,""
38951,"2011-05-05 00:00:00",12,11,354,0,4532,,,0,0,"5","Area “Dal Molin” (Vicenza): riprogrammazione risorse assegnate con delibera CIPE n. 5/2009",,0,4,8,15,""
38952,"2011-05-05 00:00:00",13,11,333,52,,,,0,0,"6","Piano nazionale di edilizia abitativa: parere sugli schemi di accordo di programma tra il Ministero delle infrastrutture e dei trasporti e le Regioni Basilicata, Campania, Emilia-Romagna, Liguria, Lombardia, Marche, Molise, Piemonte, Puglia, Sardegna, Sicilia, Toscana, Umbria, Veneto e Provincia autonoma di Trento",,0,4,8,16,"le varie proposte sono nelle sottocartelle di ciascuna Regione"
38953,"2011-05-05 00:00:00",14,2,78,51,4405,4411,4519,0,9,"7","Nuovo Auditorium Parco della Musica di Firenze: assegnazione di 19,254 milioni di euro a valere sul Fondo strategico per il Paese a sostegno dell’economia reale (anniversario dei 150 anni dell’Unità d’Italia)",,0,4,8,17,""
38954,"2011-05-05 00:00:00",15,12,97,0,4122,4176,,0,28,"8A","FSN 2008 - Ripartizione tra le Regioni delle quote vincolate per il finanziamento di attività di prevenzione e cura della fibrosi cistica destinata all’assistenza e alla ricerca",,0,4,8,18,""
38955,"2011-05-05 00:00:00",16,12,89,0,4388,4391,4522,0,28,"8B","FSN 2008 - Assegnazione alla Regione Piemonte della quota accantonata sulle somme vincolate per gli obiettivi prioritari e di rilievo nazionale previsti dal Piano sanitario nazionale 2006-2008, per la riedizione dell’indagine multiscopo “Condizione di salute e ricorso ai servizi sanitari – 2010”",,0,4,8,19,""
38956,"2011-05-05 00:00:00",17,12,98,0,4123,4180,,0,28,"9A","FSN 2009 - Ripartizione tra le Regioni delle quote vincolate per il finanziamento di attività di prevenzione e cura della fibrosi cistica destinata all’assistenza e alla ricerca",,0,4,8,20,""
38957,"2011-05-05 00:00:00",18,12,104,0,4181,4182,,0,28,"9B","FSN 2009 - Ripartizione tra le Regioni delle quote vincolate destinate al Fondo per l’esclusività del rapporto del personale dirigente del ruolo sanitario",,0,4,8,21,""
38958,"2011-05-05 00:00:00",19,12,106,0,4390,4394,,0,28,"9C","FSN 2009 - Ripartizione tra le Regioni delle quote destinate al finanziamento di interventi per la prevenzione e la lotta all’AIDS",,0,4,8,22,""
38959,"2011-05-05 00:00:00",20,12,100,0,4177,4181,,0,28,"9D","FSN 2009 - Finanziamento delle borse di studio in medicina generale – III annualità del triennio 2007-2010, II annualità del triennio 2008-2011 e I annualità del triennio 2009-2012",,0,4,8,23,""
38960,"2011-05-05 00:00:00",21,12,103,0,4541,4179,,0,28,"9E","FSN 2009 - Copertura delle maggiori spese per il Servizio Sanitario Nazionale connesse alla regolarizzazione dei cittadini extracomunitari occupati in attività di assistenza alla persona e alle famiglie",,0,4,8,24,""
38961,"2011-05-05 00:00:00",22,12,95,0,4528,4455,,0,28,"10A","FSN 2010 - Riparto delle disponibilità finanziarie per il Servizio sanitario nazionale 2010 (intesa sancita dalla Conferenza Stato-Regioni in data 18 novembre 2010)",,0,4,8,25,""
38962,"2011-05-05 00:00:00",23,12,96,0,4528,4493,,0,28,"10B","FSN 2010 - Ripartizione tra le Regioni delle quote vincolate agli obiettivi del Piano sanitario Nazionale",,0,4,8,26,""
38963,"2011-05-05 00:00:00",24,8,132,0,,4079,4189,0,32,"11A","FIAT Powertrain Technologies S.p.A. (22,5 milioni di euro)",,0,4,8,27,""
38964,"2011-05-05 00:00:00",25,8,108,0,4525,4080,,0,32,"11B","IVECO S.p.A. (18,7 milioni di euro)",,0,4,8,28,""
38965,"2011-05-05 00:00:00",26,8,131,0,,4081,,0,32,"11C","SEVEL S.p.A. (11,2 milioni di euro)",,0,4,8,29,""
38966,"2011-05-05 00:00:00",27,8,138,0,,4468,,0,33,"12A","Consorzio Genesis S.c.a.r.l. (aggiornamento e proroga termini)",,0,4,8,30,""
38967,"2011-05-05 00:00:00",28,8,168,0,,4469,,0,33,"12B","Consorzio Made in Italy S.c.a.r.l. (aggiornamento)",,0,4,8,31,""
38968,"2011-05-05 00:00:00",29,8,191,0,4530,4470,,0,33,"12C","Consorzio Società aerospaziale mediterranea – S.A.M. S.c.a.r.l. (aggiornamento)",,0,4,8,32,""
38969,"2011-05-05 00:00:00",30,8,187,0,4303,4421,,0,33,"12D","CREA Consorzio reindustrializzazione area di Assemini, Cagliari (aggiornamento)",,0,4,8,33,""
38970,"2011-05-05 00:00:00",31,8,174,0,4569,4047,4471,0,33,"12E","Consorzio per lo Sviluppo integrato del sistema Agroindustriale del Piemonte (aggiornamento)",,0,4,8,34,""
38971,"2011-05-05 00:00:00",32,8,96,0,,4045,4423,0,33,"12F","Consorzio Baronia Sviluppo Impresa S.c.p.a (aggiornamento e proroga termini)",,0,4,8,35,""
38972,"2011-05-05 00:00:00",33,8,111,0,,4046,4422,0,33,"12G","Consorzio Tirreno Sviluppo S.c.a.r.l. (proroga termini)",,0,4,8,36,""
38973,"2011-05-05 00:00:00",34,8,85,0,,4044,4424,0,33,"12H","Consorzio ALL. COOP – Società Cooperativa Agricola (proroga termini)",,0,4,8,37,""
38974,"2011-05-05 00:00:00",35,8,88,0,,,,0,33,"12I","Consorzio Nautico Polifunzionale Campano S.c.a.r.l. (proroga termini)",,0,4,1,38,""
38975,"2011-05-05 00:00:00",36,11,394,0,,,,0,12,"13A","Ministero per i beni e le attività culturali: programma triennale dei lavori pubblici 2010-2012 e elenco annuale dei lavori anno 2010",,0,4,8,39,""
38976,"2011-05-05 00:00:00",37,11,403,0,,,,0,12,"13B","Ministero delle infrastrutture e dei trasporti – Dipartimento per i Trasporti, la navigazione e i sistemi informativi e statistici: programma triennale dei lavori pubblici 2011-2013",,0,4,8,40,""
38977,"2011-05-05 00:00:00",38,11,384,0,,,,0,12,"13C","Istituto Nazionale di Fisica Nucleare: programma triennale dei lavori pubblici 2011-2013 e elenco annuale dei lavori anno 2011",,0,4,8,41,""
38978,"2011-05-05 00:00:00",39,11,402,0,,4420,,0,12,"13D","Università degli Studi di Genova: programma triennale dei lavori pubblici 2011-2013 e elenco annuale dei lavori anno 2011",,0,4,8,42,""
38979,"2011-05-05 00:00:00",40,11,383,0,4416,4427,,0,12,"12E","Università degli Studi della Tuscia di Viterbo: programma triennale dei lavori pubblici 2011-2013",,0,4,8,43,""
38980,"2011-05-05 00:00:00",41,11,406,0,4496,4316,,0,12,"13F","Autorità portuale della Spezia: programma triennale dei lavori pubblici 2011-2013",,0,4,8,44,""
38981,"2011-05-05 00:00:00",42,2,106,0,4542,4543,4544,0,21,"14A","Sistema di Monitoraggio degli Investimenti Pubblici (MIP) e Codice Unico di Progetto (CUP): relazioni semestrali al 30 giugno 2010 e al 31 dicembre 2010",,0,4,8,45,""
33692,"2007-11-29 00:00:00",0,11,267,,,,,0,0,"0","METROPOLITANA DI CATANIA TRATTA STESICORO AEROPORTO",5,0,0,0,0,
33697,"2008-08-01 00:00:00",0,11,270,,,,,0,0,"0","VARIANTE ALLA SS 341 GALLARATESE",5,0,0,0,0,
33699,"2006-07-14 00:00:00",0,11,274,,,,,0,0,"0","4° AGGIORNAMENTO PROGRAMMA INFRASTRUTTURE STRATEGICHE",5,0,4,13,0,
33700,"2005-12-02 00:00:00",0,11,277,,,,,0,0,"0","PRIMA RELAZIONE DI MONITORAGGIO INTERVENTI PROGRAMMA INFRASTRUTTURE STRATEGICHE FINANZIATI DAL FONDO AREE SOTTOUTILIZZATE - FAS PIS",5,0,4,13,0,
33701,"2006-03-22 00:00:00",0,11,278,,,,,0,0,"0","SECONDA RELAZIONE DI MONITORAGGIO INTERVENTI PROGRAMMA INFRASTRUTTURE STRATEGICHE FINANZIATI DAL FONDO AREE SOTTOUTILIZZATE - FAS PIS",5,0,4,13,0,
33702,"2001-02-01 00:00:00",0,12,1,,,,,0,0,"0","FSN 1999 PC AIDS; FSN 2000 PC IZS; FSN 2001 CC (V.  FASC. 1.12.2)",7,0,4,8,0,
33703,"2001-03-08 00:00:00",0,12,2,,,,,0,0,"0","FSN 2001 CC - RIPARTO TRA REGIONI  (V.  FASC. 1.12.1)",7,0,4,8,0,
33704,"2001-03-08 00:00:00",0,12,3,,,,,0,0,"0","SSN 2001 PC - RIPARTO DISPONIBILITA' ",7,0,4,8,0,
33705,"2001-03-08 00:00:00",0,12,4,,,,,0,0,"0","SSN 2001 PC - RIPARTO DISPONIBILITA' IZS",7,0,4,8,0,
